Order_Date,Region,Category,Sub_Category,Customer_Segment,Sales,Quantity,Discount,Profit
2023-04-12,South,Furniture,Chairs,Corporate,210.39,6,0.0,130.03
2023-05-11,East,Technology,Laptops,Home Office,472.55,6,0.1,120.14
2024-07-27,East,Furniture,Bookcases,Consumer,185.17,5,0.3,24.43
2023-03-25,East,Furniture,Tables,Consumer,273.55,1,0.0,71.83
2023-03-19,West,Furniture,Tables,Corporate,251.11,3,0.1,41.67
2024-11-19,West,Furniture,Tables,Consumer,252.79,7,0.2,47.14
2023-03-07,South,Technology,Accessories,Corporate,441.34,11,0.2,30.37
2024-12-04,East,Technology,Laptops,Home Office,967.87,10,0.0,363.43
2023-04-26,West,Furniture,Bookcases,Corporate,68.03,1,0.2,-14.46
2023-04-01,South,Furniture,Tables,Corporate,166.83,8,0.0,54.38
2023-11-23,West,Office Supplies,Binders,Home Office,182.04,9,0.0,72.93
2024-01-04,North,Office Supplies,Binders,Home Office,447.13,10,0.1,101.17
2024-10-25,East,Technology,Laptops,Corporate,245.02,3,0.2,36.25
2023-01-29,South,Office Supplies,Paper,Consumer,124.72,7,0.4,-0.59
2023-06-29,East,Furniture,Tables,Corporate,574.42,6,0.2,85.87
2023-07-26,East,Office Supplies,Storage,Consumer,288.31,8,0.0,90.84
2024-01-26,South,Technology,Phones,Home Office,64.02,11,0.0,50.36
2023-03-31,North,Technology,Accessories,Consumer,702.56,11,0.3,55.32
2023-03-10,West,Technology,Phones,Consumer,254.26,5,0.3,
2024-10-28,East,Technology,Accessories,Corporate,212.66,14,0.1,54.97
2024-07-13,East,Furniture,Chairs,Corporate,93.99,5,0.1,12.56
2023-12-01,North,Furniture,Chairs,Home Office,194.22,3,0.0,67.96
2023-01-27,North,Furniture,Bookcases,Home Office,976.7,3,0.0,355.88
2024-04-14,East,Technology,Accessories,Consumer,102.33,7,0.3,-34.86
2023-11-26,North,Technology,Laptops,Consumer,352.22,13,0.0,119.63
2024-05-15,North,Technology,Phones,Consumer,325.23,9,0.0,115.75
2024-12-25,West,Office Supplies,Storage,Consumer,182.76,3,0.1,39.68
2023-08-14,West,Office Supplies,Binders,Consumer,526.2,11,0.1,105.21
2023-08-19,East,Technology,Phones,Corporate,281.2,7,0.0,105.78
2024-06-18,South,Furniture,Tables,Home Office,574.04,12,0.3,26.11
2023-07-13,North,Furniture,Bookcases,Home Office,41.55,1,0.1,29.68
2023-11-10,West,Technology,Accessories,Corporate,135.0,13,0.1,8.08
2023-01-18,South,Technology,Phones,Consumer,231.16,8,0.2,31.48
2024-02-02,West,Technology,Accessories,Home Office,74.45,6,0.3,8.93
2023-08-31,South,Furniture,Bookcases,Consumer,,13,0.2,75.45
2023-04-23,South,Furniture,Bookcases,Home Office,340.09,2,0.4,-27.6
2024-02-22,West,Technology,Laptops,Corporate,171.72,8,0.2,31.86
2024-01-09,East,Office Supplies,Storage,Consumer,101.11,14,0.1,23.86
2023-07-09,North,Furniture,Bookcases,Corporate,573.32,4,0.0,212.82
2023-05-04,West,Office Supplies,Storage,Home Office,307.55,10,0.2,76.26
2024-05-04,South,Technology,Phones,Consumer,69.16,2,0.0,9.84
2023-06-29,North,Furniture,Tables,Consumer,402.41,1,0.2,59.34
2023-06-10,North,Technology,Laptops,Consumer,164.57,14,0.2,44.07
2024-03-10,South,Furniture,Tables,Home Office,217.79,5,0.0,74.36
2023-04-16,North,Furniture,Tables,Home Office,136.34,5,0.0,47.78
2024-06-21,West,Furniture,Bookcases,Home Office,104.98,10,0.0,27.89
2023-03-24,North,Furniture,Bookcases,Home Office,246.87,13,0.0,78.64
2023-07-15,South,Furniture,Chairs,Corporate,67.13,10,0.1,29.37
2023-02-02,North,Furniture,Chairs,Corporate,181.13,3,0.0,91.19
2023-10-18,South,Furniture,Tables,Home Office,694.15,14,0.0,220.61
2024-10-25,North,Furniture,Chairs,Consumer,251.78,8,0.2,51.84
2023-08-16,North,Office Supplies,Storage,Consumer,210.07,4,0.0,85.21
2024-11-02,West,Furniture,Bookcases,Corporate,37.66,5,0.4,-18.34
2023-05-25,South,Office Supplies,Binders,Consumer,294.85,4,0.1,105.45
2023-10-11,East,Office Supplies,Paper,Corporate,111.71,11,0.0,28.92
2024-10-17,South,Office Supplies,Paper,Corporate,72.72,9,0.3,18.69
2023-11-02,East,Technology,Laptops,Corporate,416.32,14,0.0,126.15
2024-11-12,West,Technology,Accessories,Home Office,123.15,11,0.0,47.48
2024-09-04,East,Office Supplies,Paper,Corporate,184.45,14,0.0,57.08
2024-10-27,South,Technology,Phones,Consumer,116.69,1,0.1,13.17
2024-06-27,South,Furniture,Chairs,Corporate,90.53,6,0.1,53.14
2023-09-25,North,Technology,Accessories,Consumer,237.26,6,0.1,60.28
2023-06-14,West,Furniture,Bookcases,Consumer,53.7,10,0.2,21.56
2024-05-20,West,Office Supplies,Storage,Home Office,301.16,13,0.1,
2023-05-21,West,Office Supplies,Storage,Consumer,143.25,2,0.0,50.17
2024-01-14,North,Furniture,Bookcases,Corporate,322.45,1,0.0,111.69
2023-07-13,South,Furniture,Chairs,Home Office,336.07,1,0.0,147.66
2024-06-10,West,Technology,Laptops,Home Office,241.94,10,0.3,17.27
2023-03-31,East,Technology,Phones,Home Office,156.92,14,0.0,45.72
2024-09-04,East,Furniture,Bookcases,Corporate,379.09,9,0.0,155.27
2024-01-12,East,Office Supplies,Paper,Corporate,286.42,14,0.0,76.08
2023-11-14,East,Office Supplies,Binders,Home Office,47.31,1,0.2,8.29
2024-09-23,East,Office Supplies,Paper,Consumer,138.44,10,0.2,32.4
2023-03-10,West,Technology,Accessories,Corporate,119.89,6,0.1,56.77
2023-04-21,South,Office Supplies,Paper,Consumer,167.13,4,0.0,65.84
2023-08-04,West,Office Supplies,Binders,Consumer,469.63,7,0.0,157.35
2024-12-27,East,Furniture,Tables,Home Office,301.9,3,0.1,84.08
2023-05-23,North,Furniture,Tables,Home Office,402.15,9,0.3,36.04
2023-04-05,West,Office Supplies,Storage,Corporate,81.72,10,0.1,16.67
2023-09-28,West,Technology,Accessories,Home Office,166.31,5,0.0,18.99
2024-05-15,East,Office Supplies,Paper,Home Office,168.59,8,0.2,29.0
2023-05-29,South,Office Supplies,Binders,Home Office,37.62,10,0.3,-4.89
2023-08-06,East,Technology,Phones,Home Office,358.39,6,0.1,113.66
2023-03-26,South,Technology,Accessories,Consumer,140.37,14,0.2,36.48
2024-08-21,West,Furniture,Chairs,Home Office,480.69,10,0.0,168.77
2024-01-26,North,Furniture,Tables,Consumer,25.31,13,0.3,3.45
2023-07-06,South,Technology,Laptops,Consumer,35.36,4,0.4,14.2
2024-09-21,East,Furniture,Tables,Corporate,189.28,4,0.1,47.47
2023-08-08,South,Technology,Accessories,Consumer,1143.87,2,0.0,413.92
2024-11-06,South,Furniture,Bookcases,Corporate,386.81,7,0.3,30.49
2023-03-22,North,Technology,Laptops,Corporate,1031.69,4,0.2,170.7
2023-06-19,East,Furniture,Chairs,Corporate,159.17,11,0.0,58.07
2024-03-13,West,Furniture,Tables,Consumer,26.42,4,0.0,13.49
2024-03-30,West,Technology,Laptops,Consumer,267.24,7,0.3,10.98
2023-02-27,East,Office Supplies,Paper,Consumer,563.27,1,0.0,215.55
2024-04-22,West,Furniture,Tables,Corporate,462.35,7,0.1,117.12
2023-08-13,East,Technology,Accessories,Consumer,469.19,4,0.0,152.83
2023-08-05,South,Office Supplies,Binders,Consumer,318.53,8,0.1,93.22
2023-02-13,North,Technology,Accessories,Consumer,327.43,3,0.1,85.79
2024-11-05,South,Furniture,Bookcases,Consumer,37.41,2,0.0,-3.74
2024-06-30,South,Office Supplies,Storage,Home Office,200.77,12,0.0,67.13
2024-07-15,South,Office Supplies,Paper,Corporate,62.76,3,0.1,0.4
2023-03-10,South,Furniture,Chairs,Home Office,314.13,11,0.0,81.09
2023-02-08,West,Furniture,Tables,Corporate,131.6,11,0.1,36.18
2024-12-27,West,Technology,Laptops,Home Office,167.07,6,0.0,51.92
2023-04-09,South,Furniture,Chairs,Home Office,481.55,12,0.0,177.12
2023-04-07,East,Office Supplies,Binders,Home Office,132.9,5,0.3,6.66
2024-07-25,West,Office Supplies,Binders,Home Office,138.3,4,0.0,53.58
2024-06-04,South,Furniture,Bookcases,Home Office,94.7,8,0.1,2.5
2023-04-29,South,Technology,Laptops,Consumer,798.91,8,0.2,144.34
2024-05-27,North,Furniture,Tables,Consumer,111.0,12,0.0,26.7
2024-02-26,East,Technology,Phones,Consumer,671.12,13,0.2,108.7
2024-02-23,West,Technology,Phones,Consumer,236.14,2,0.2,42.75
2023-05-08,North,Office Supplies,Paper,Consumer,89.14,14,0.0,50.35
2024-02-01,North,Office Supplies,Binders,Consumer,1031.14,1,0.3,33.08
2023-01-29,East,Office Supplies,Storage,Home Office,112.57,13,0.2,14.06
2024-08-02,North,Furniture,Bookcases,Consumer,685.41,11,0.0,266.13
2024-03-20,South,Office Supplies,Storage,Home Office,91.52,11,0.2,-15.02
2023-02-05,North,Technology,Laptops,Home Office,351.64,8,0.1,70.56
2024-02-18,West,Furniture,Tables,Consumer,124.92,2,0.0,10.07
2024-05-06,East,Office Supplies,Storage,Home Office,116.42,10,0.1,26.41
2024-12-28,West,Technology,Phones,Consumer,372.91,6,0.1,74.53
2024-03-27,South,Technology,Laptops,Consumer,200.99,12,0.2,9.44
2023-09-25,North,Office Supplies,Paper,Corporate,34.34,9,0.2,17.45
2024-11-29,South,Technology,Phones,Home Office,442.86,6,0.3,26.25
2023-07-21,West,Furniture,Bookcases,Home Office,223.94,1,0.0,85.81
2024-12-10,South,Furniture,Tables,Corporate,174.21,12,0.0,67.31
2024-01-23,South,Technology,Accessories,Consumer,114.55,14,0.0,35.66
2023-01-17,East,Office Supplies,Paper,Home Office,48.07,9,0.1,0.39
2023-12-15,South,Technology,Laptops,Consumer,282.59,1,0.0,104.57
2023-12-12,North,Furniture,Bookcases,Home Office,129.55,8,0.2,39.19
2023-02-10,North,Technology,Laptops,Corporate,105.26,9,0.4,-23.27
2023-04-10,West,Office Supplies,Paper,Home Office,,8,0.0,18.8
2024-03-11,West,Office Supplies,Binders,Home Office,34.04,3,0.2,-9.13
2024-08-21,East,Office Supplies,Storage,Home Office,46.66,10,0.1,20.59
2024-07-15,North,Technology,Laptops,Consumer,55.74,7,0.2,9.47
2024-03-28,East,Technology,Phones,Home Office,251.78,8,0.0,77.75
2024-04-05,East,Furniture,Tables,Consumer,140.16,7,0.1,23.48
2023-08-02,East,Furniture,Bookcases,Home Office,54.64,9,0.1,31.3
2023-03-22,South,Technology,Phones,Consumer,123.43,9,0.0,41.6
2023-12-27,South,Office Supplies,Paper,Home Office,186.62,2,0.3,0.19
2024-02-18,West,Technology,Phones,Consumer,679.71,4,0.1,194.36
2024-01-29,West,Furniture,Bookcases,Corporate,207.48,12,0.2,26.89
2024-07-14,South,Furniture,Bookcases,Home Office,398.33,2,0.4,-21.22
2023-02-22,East,Technology,Laptops,Consumer,241.68,11,0.1,62.54
2023-11-08,South,Furniture,Tables,Home Office,247.4,1,0.1,58.11
2023-06-16,North,Technology,Laptops,Corporate,124.35,1,0.0,36.91
2024-09-26,West,Furniture,Tables,Consumer,68.36,13,0.1,6.53
2024-07-06,North,Technology,Accessories,Corporate,332.64,8,0.3,6.06
2023-07-25,South,Furniture,Chairs,Corporate,306.58,12,0.0,87.79
2023-01-31,North,Technology,Accessories,Home Office,172.0,9,0.3,10.73
2024-07-24,West,Furniture,Chairs,Consumer,54.91,10,0.2,-4.96
2023-06-11,East,Office Supplies,Paper,Consumer,71.65,2,0.3,11.58
2023-12-02,North,Furniture,Chairs,Home Office,138.17,14,0.1,43.56
2024-06-08,North,Office Supplies,Paper,Corporate,268.99,11,0.3,31.66
2023-02-16,East,Furniture,Bookcases,Home Office,54.77,6,0.1,15.5
2024-02-24,North,Office Supplies,Paper,Home Office,33.78,11,0.4,14.29
2023-03-22,South,Technology,Laptops,Home Office,114.67,11,0.2,32.91
2023-06-15,South,Furniture,Bookcases,Corporate,175.88,8,0.0,59.12
2024-04-17,East,Office Supplies,Storage,Corporate,152.24,5,0.2,5.0
2024-09-25,East,Technology,Accessories,Corporate,281.56,7,0.1,100.96
2023-06-03,South,Furniture,Chairs,Corporate,557.86,5,0.0,196.0
2023-03-06,East,Technology,Laptops,Home Office,128.59,5,0.0,49.75
2023-03-27,East,Furniture,Chairs,Consumer,460.34,13,0.2,79.97
2023-05-12,West,Furniture,Tables,Corporate,86.23,11,0.2,8.89
2024-04-29,North,Office Supplies,Paper,Home Office,274.69,4,0.2,29.76
2024-08-27,West,Technology,Laptops,Corporate,414.92,8,0.2,73.73
2023-08-10,North,Technology,Accessories,Corporate,94.87,14,0.0,11.18
2024-11-23,South,Office Supplies,Storage,Corporate,663.37,13,0.2,104.35
2023-05-28,West,Office Supplies,Binders,Consumer,70.98,3,0.0,41.93
2023-03-14,East,Furniture,Tables,Consumer,79.59,5,0.3,21.2
2023-08-30,North,Technology,Phones,Consumer,74.53,11,0.2,8.49
2024-10-04,North,Office Supplies,Storage,Home Office,499.82,9,0.0,191.24
2023-11-16,West,Furniture,Bookcases,Corporate,169.04,1,0.2,30.97
2023-12-04,South,Office Supplies,Storage,Consumer,337.08,2,0.0,118.16
2023-05-25,South,Technology,Phones,Consumer,216.62,7,0.0,
2024-08-30,South,Technology,Accessories,Corporate,588.25,14,0.0,218.32
2023-02-06,West,Technology,Laptops,Corporate,214.82,13,0.0,108.01
2023-04-27,South,Furniture,Chairs,Home Office,187.31,3,0.2,30.15
2023-07-11,South,Furniture,Chairs,Consumer,98.55,11,0.2,11.86
2024-12-15,South,Furniture,Chairs,Home Office,48.06,2,0.0,15.86
2023-12-31,West,Technology,Laptops,Corporate,589.22,9,0.1,157.04
2024-08-13,South,Furniture,Tables,Consumer,25.04,3,0.0,23.04
2023-05-23,North,Office Supplies,Paper,Home Office,40.47,14,0.1,-15.67
2024-11-22,South,Furniture,Chairs,Home Office,,10,0.0,31.3
2023-07-22,West,Office Supplies,Binders,Home Office,138.25,9,0.0,38.0
2023-03-23,East,Office Supplies,Paper,Corporate,83.52,8,0.2,-30.77
2024-10-16,North,Office Supplies,Binders,Corporate,35.85,5,0.0,38.27
2024-10-21,North,Technology,Accessories,Corporate,371.19,3,0.1,92.27
2023-12-19,North,Office Supplies,Paper,Corporate,416.89,3,0.2,69.17
2024-02-07,North,Furniture,Chairs,Corporate,248.74,13,0.1,83.44
2024-08-31,West,Furniture,Chairs,Consumer,265.64,11,0.4,-7.5
2024-09-04,South,Office Supplies,Paper,Consumer,181.14,8,0.2,32.98
2023-02-24,West,Office Supplies,Paper,Home Office,869.49,3,0.2,147.98
2024-03-22,South,Furniture,Bookcases,Consumer,559.58,4,0.2,86.27
2024-10-25,North,Furniture,Tables,Home Office,402.51,12,0.3,19.17
2024-03-28,West,Furniture,Chairs,Consumer,235.9,5,0.3,-5.15
2023-12-08,North,Office Supplies,Binders,Corporate,484.18,9,0.0,178.04
2024-10-07,South,Technology,Accessories,Home Office,55.9,13,0.0,9.12
2023-07-13,East,Technology,Phones,Home Office,39.46,1,0.0,-11.34
2024-09-20,North,Furniture,Tables,Corporate,27.71,10,0.0,48.35
2024-07-29,North,Office Supplies,Binders,Consumer,174.36,9,0.1,50.0
2024-04-11,South,Technology,Phones,Consumer,628.2,2,0.0,211.03
2024-02-26,West,Office Supplies,Storage,Home Office,302.62,2,0.0,106.17
2023-05-24,South,Technology,Phones,Corporate,91.91,6,0.2,21.54
2023-04-10,East,Office Supplies,Storage,Home Office,54.5,3,0.0,30.56
2024-04-03,East,Office Supplies,Paper,Consumer,65.54,2,0.0,25.96
2024-05-27,West,Furniture,Bookcases,Corporate,271.79,9,0.0,117.83
2023-03-11,West,Furniture,Bookcases,Corporate,33.83,9,0.0,25.93
2023-12-31,North,Technology,Accessories,Home Office,463.91,11,0.2,86.81
2023-08-21,North,Furniture,Tables,Home Office,379.01,9,0.0,105.44
2024-10-01,West,Office Supplies,Storage,Home Office,723.04,4,0.0,242.69
2024-09-15,North,Furniture,Chairs,Corporate,59.8,14,0.2,3.34
2024-05-31,South,Furniture,Tables,Consumer,77.29,5,0.0,27.31
2023-12-16,West,Technology,Phones,Corporate,101.0,10,0.1,22.28
2024-04-18,East,Furniture,Tables,Consumer,227.87,13,0.2,39.74
2023-02-02,West,Office Supplies,Paper,Home Office,383.67,1,0.2,66.44
2023-04-30,East,Technology,Laptops,Consumer,495.71,9,0.0,204.62
2024-06-24,South,Office Supplies,Storage,Consumer,87.1,3,0.0,28.5
2023-03-19,South,Technology,Accessories,Consumer,150.39,10,0.0,73.16
2024-11-03,East,Technology,Laptops,Consumer,126.53,6,0.3,4.64
2023-12-23,South,Furniture,Chairs,Consumer,812.35,5,0.0,284.3
2024-07-09,West,Furniture,Chairs,Consumer,261.35,12,0.2,29.72
2024-08-01,East,Furniture,Chairs,Corporate,228.34,8,0.3,6.74
2023-05-06,North,Technology,Laptops,Consumer,225.1,12,0.1,70.05
2023-10-15,East,Furniture,Chairs,Home Office,227.47,11,0.0,61.81
2024-12-23,South,Technology,Accessories,Home Office,24.28,13,0.3,-6.31
2024-05-04,North,Furniture,Tables,Home Office,274.79,1,0.0,101.48
2023-01-01,West,Technology,Accessories,Home Office,358.69,11,0.1,76.38
2023-12-16,South,Office Supplies,Paper,Corporate,126.55,9,0.0,59.95
2023-01-25,East,Technology,Laptops,Consumer,549.89,11,0.3,33.6
2024-01-09,East,Furniture,Bookcases,Corporate,230.39,8,0.3,21.26
2024-10-31,East,Technology,Accessories,Corporate,156.74,14,0.0,52.24
2024-07-30,South,Technology,Accessories,Corporate,169.02,14,0.2,23.32
2024-06-22,East,Office Supplies,Storage,Consumer,64.34,10,0.2,-19.08
2023-03-02,East,Furniture,Chairs,Corporate,569.56,2,0.3,33.14
2024-05-22,East,Technology,Accessories,Home Office,529.38,8,0.0,187.24
2023-10-27,North,Office Supplies,Storage,Corporate,386.06,5,0.2,57.09
2023-02-09,West,Furniture,Tables,Home Office,302.39,13,0.4,-17.25
2023-04-13,West,Office Supplies,Paper,Consumer,111.93,6,0.2,20.58
2023-05-25,West,Office Supplies,Storage,Consumer,47.96,4,0.0,18.32
2024-11-17,West,Technology,Phones,Corporate,853.52,13,0.2,122.85
2023-06-07,North,Technology,Phones,Consumer,89.93,9,0.0,33.33
2023-06-12,East,Technology,Phones,Consumer,68.72,10,0.0,14.84
2023-12-24,South,Technology,Accessories,Corporate,797.78,10,0.2,117.49
2023-07-24,South,Office Supplies,Paper,Home Office,157.81,14,0.2,20.74
2024-10-30,West,Technology,Accessories,Home Office,631.12,10,0.0,216.15
2023-07-17,North,Technology,Accessories,Corporate,214.74,3,0.1,54.24
2024-11-13,North,Office Supplies,Binders,Consumer,152.22,13,0.1,26.07
2024-09-14,South,Furniture,Bookcases,Corporate,322.3,10,0.0,128.32
2024-01-15,South,Office Supplies,Storage,Home Office,540.84,1,0.1,112.16
2023-08-12,South,Technology,Accessories,Home Office,27.13,10,0.0,11.09
2023-06-08,West,Technology,Accessories,Consumer,36.48,10,0.1,-9.73
2023-06-17,West,Office Supplies,Binders,Home Office,38.86,2,0.0,7.02
2023-09-06,East,Technology,Accessories,Consumer,211.19,6,0.2,25.25
2024-05-18,South,Technology,Laptops,Consumer,159.45,11,0.2,42.84
2024-01-30,South,Furniture,Tables,Consumer,1379.12,1,0.3,56.87
2023-08-17,North,Office Supplies,Binders,Corporate,200.14,14,0.1,71.8
2023-09-18,South,Technology,Laptops,Consumer,383.75,7,0.2,47.14
2024-03-25,East,Office Supplies,Binders,Consumer,636.57,14,0.0,222.12
2024-12-10,West,Office Supplies,Paper,Corporate,71.38,8,0.0,42.96
2024-05-20,East,Office Supplies,Binders,Corporate,104.09,8,0.0,21.45
2024-06-29,West,Technology,Laptops,Home Office,178.26,8,0.2,17.9
2023-01-20,North,Technology,Phones,Home Office,239.77,8,0.2,31.98
2024-10-06,North,Technology,Phones,Consumer,432.91,3,0.4,-48.01
2024-05-11,East,Furniture,Chairs,Home Office,613.9,10,0.3,31.74
2024-10-04,East,Technology,Phones,Corporate,743.78,13,0.1,173.78
2024-09-01,East,Furniture,Tables,Consumer,812.2,9,0.0,287.79
2023-05-10,West,Furniture,Tables,Home Office,67.78,4,0.2,17.68
2023-01-23,South,Office Supplies,Paper,Consumer,149.94,6,0.0,33.69
2024-03-30,East,Furniture,Tables,Home Office,144.86,6,0.0,73.43
2024-10-22,West,Technology,Laptops,Home Office,154.96,9,0.0,63.1
2023-10-12,East,Technology,Laptops,Home Office,64.7,1,0.4,-2.55
2024-10-23,East,Technology,Accessories,Consumer,827.02,13,0.4,-22.98
2023-11-28,East,Technology,Laptops,Corporate,79.47,12,0.0,47.15
2023-02-17,East,Office Supplies,Binders,Corporate,322.76,14,0.2,44.6
2023-02-28,North,Furniture,Chairs,Consumer,128.67,4,0.2,1.33
2023-01-05,East,Technology,Phones,Home Office,237.9,14,0.2,47.35
2023-09-18,West,Technology,Laptops,Home Office,958.94,2,0.0,321.36
2023-09-18,South,Furniture,Tables,Consumer,57.55,3,0.0,5.34
2023-11-16,West,Technology,Phones,Consumer,264.13,10,0.1,56.11
2023-09-10,East,Furniture,Chairs,Home Office,514.07,4,0.0,207.96
2024-12-30,West,Furniture,Bookcases,Home Office,32.39,3,0.0,19.95
2023-01-29,East,Office Supplies,Paper,Corporate,182.46,5,0.1,49.87
2023-06-14,South,Technology,Phones,Corporate,37.5,13,0.0,-20.96
2023-12-12,South,Technology,Phones,Home Office,77.06,3,0.0,12.84
2024-05-05,South,Technology,Phones,Corporate,316.84,7,0.2,55.97
2023-11-12,North,Furniture,Bookcases,Home Office,68.67,10,0.2,
2023-05-07,West,Technology,Phones,Consumer,755.09,3,0.0,247.42
2024-10-20,South,Furniture,Tables,Consumer,135.6,11,0.0,
2023-09-18,West,Furniture,Bookcases,Home Office,770.33,13,0.2,126.47
2023-04-05,North,Furniture,Tables,Home Office,620.74,8,0.1,162.2
2024-11-29,East,Technology,Phones,Corporate,182.24,4,0.2,36.05
2024-05-21,East,Office Supplies,Paper,Consumer,315.16,9,0.2,30.0
2024-05-06,South,Technology,Phones,Consumer,162.85,6,0.1,60.88
2023-06-17,North,Technology,Accessories,Home Office,47.64,8,0.2,30.09
2023-12-12,South,Office Supplies,Binders,Corporate,40.87,14,0.3,3.75
2024-05-02,West,Office Supplies,Paper,Consumer,454.31,10,0.0,132.12
2024-11-20,South,Technology,Accessories,Corporate,124.47,7,0.3,7.47
2024-02-11,South,Technology,Laptops,Home Office,172.61,7,0.4,5.47
2023-04-06,North,Office Supplies,Paper,Consumer,198.91,2,0.1,32.43
2023-11-04,East,Furniture,Chairs,Corporate,221.86,4,0.3,18.53
2024-03-06,North,Technology,Phones,Home Office,545.42,12,0.0,184.98
2024-06-10,West,Technology,Accessories,Corporate,279.83,14,0.2,17.69
2023-09-09,South,Office Supplies,Binders,Corporate,72.64,14,0.3,10.0
2023-06-20,West,Furniture,Chairs,Home Office,440.13,2,0.0,163.13
2023-07-27,East,Furniture,Chairs,Consumer,263.58,10,0.3,14.93
2023-04-14,North,Technology,Accessories,Corporate,222.27,11,0.1,47.14
2023-02-08,East,Furniture,Chairs,Corporate,155.79,4,0.4,-22.75
2024-04-15,South,Furniture,Tables,Consumer,450.44,13,0.4,-13.01
2023-12-31,West,Furniture,Tables,Corporate,1112.89,3,0.0,384.55
2023-06-27,East,Furniture,Chairs,Consumer,43.94,13,0.0,9.85
2023-08-19,West,Technology,Laptops,Consumer,79.48,3,0.3,-15.29
2023-02-25,West,Technology,Accessories,Corporate,206.14,8,0.1,37.16
2023-10-16,North,Technology,Laptops,Home Office,100.59,3,0.0,49.37
2023-07-03,West,Office Supplies,Paper,Home Office,1150.33,13,0.0,
2024-05-07,North,Furniture,Chairs,Consumer,100.12,5,0.0,20.12
2023-01-07,West,Office Supplies,Storage,Home Office,43.14,7,0.2,15.57
2024-09-22,North,Furniture,Tables,Consumer,160.68,3,0.2,41.31
2023-08-24,North,Technology,Accessories,Corporate,154.3,13,0.2,17.54
2024-11-07,South,Furniture,Tables,Corporate,36.56,8,0.4,-2.68
2023-09-01,South,Office Supplies,Binders,Corporate,167.79,11,0.1,55.8
2023-12-05,East,Technology,Accessories,Corporate,680.59,11,0.3,47.01
2023-06-09,North,Technology,Laptops,Home Office,61.05,3,0.0,18.04
2023-11-14,West,Technology,Accessories,Corporate,258.67,2,0.2,34.02
2024-01-17,South,Office Supplies,Binders,Consumer,180.87,14,0.0,72.08
2023-02-08,North,Office Supplies,Paper,Corporate,323.0,10,0.0,89.88
2024-12-29,East,Technology,Laptops,Corporate,780.52,7,0.4,-52.61
2023-08-18,North,Furniture,Bookcases,Corporate,538.48,6,0.2,80.14
2023-03-03,East,Technology,Phones,Consumer,400.2,10,0.0,152.46
2023-06-07,North,Technology,Phones,Consumer,89.93,9,0.0,33.33
2024-04-06,South,Furniture,Tables,Home Office,494.21,12,0.2,65.63
2023-01-12,South,Technology,Accessories,Consumer,51.94,5,0.3,-8.58
2023-08-31,South,Furniture,Bookcases,Consumer,246.8,7,0.0,96.81
2023-09-08,North,Furniture,Chairs,Home Office,328.86,4,0.0,120.67
2024-01-12,East,Technology,Phones,Consumer,208.04,6,0.0,78.22
2023-09-15,West,Technology,Laptops,Consumer,89.8,4,0.0,39.59
2024-02-10,East,Technology,Accessories,Corporate,151.56,14,0.2,34.72
2023-08-03,West,Office Supplies,Storage,Consumer,107.68,11,0.3,-4.89
2023-02-20,North,Furniture,Bookcases,Home Office,486.15,1,0.0,201.46
2024-04-19,South,Technology,Phones,Home Office,51.45,6,0.1,25.09
2023-01-11,East,Office Supplies,Binders,Home Office,72.14,3,0.2,34.53
2023-02-23,East,Technology,Laptops,Consumer,75.36,11,0.4,4.36
2024-07-18,South,Office Supplies,Storage,Consumer,57.23,1,0.1,8.15
2023-03-22,East,Technology,Laptops,Corporate,208.07,14,0.0,81.87
2023-01-03,East,Technology,Accessories,Home Office,34.46,1,0.2,12.25
2024-10-31,East,Technology,Laptops,Home Office,300.44,2,0.1,67.48
2024-07-05,East,Office Supplies,Storage,Consumer,43.78,5,0.0,43.26
2024-02-26,North,Technology,Phones,Corporate,341.87,12,0.1,89.94
2023-05-25,East,Technology,Accessories,Home Office,178.04,1,0.1,27.06
2024-08-14,West,Furniture,Tables,Corporate,469.43,11,0.0,165.2
2024-05-27,South,Technology,Phones,Corporate,46.22,13,0.3,-19.75
2023-12-04,North,Furniture,Bookcases,Consumer,214.88,5,0.2,24.24
2024-02-01,South,Furniture,Bookcases,Corporate,680.44,6,0.2,126.19
2023-09-10,West,Office Supplies,Binders,Corporate,653.6,4,0.0,223.38
2024-08-26,East,Technology,Phones,Home Office,150.07,4,0.1,40.68
2024-01-25,South,Office Supplies,Paper,Home Office,,8,0.2,15.78
2023-08-06,North,Office Supplies,Storage,Home Office,36.01,8,0.1,11.76
2023-06-03,South,Technology,Phones,Corporate,255.2,4,0.1,48.95
2024-12-29,East,Technology,Phones,Corporate,49.86,12,0.0,10.3
2023-02-11,West,Furniture,Bookcases,Home Office,55.19,10,0.1,23.86
2023-06-19,West,Office Supplies,Paper,Home Office,58.94,14,0.1,8.89
2024-10-31,South,Office Supplies,Paper,Consumer,1243.7,2,0.2,212.8
2023-11-16,East,Furniture,Bookcases,Home Office,,11,0.0,72.99
2023-04-24,North,Furniture,Tables,Home Office,198.57,13,0.0,63.77
2023-11-05,North,Office Supplies,Storage,Home Office,58.84,5,0.0,17.92
2024-12-14,South,Technology,Accessories,Consumer,301.43,8,0.2,57.81
2023-09-30,East,Furniture,Chairs,Consumer,132.74,9,0.1,21.44
2023-09-25,East,Furniture,Bookcases,Home Office,126.86,9,0.2,17.13
